id,name,description,muscle_group,difficulty,demonstration_video,demonstration_video_2,calories,equipment
123,Мертвая тяга с резиновыми петлями,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B5%D1%80%D1%82%D0%B2%D0%B0%D1%8F-%D1%82%D1%8F%D0%B3%D0%B0-%D1%81-%D1%80%D0%B5%D0%B7%D0%B8%D0%BD%D0%BE%D0%B9.gif,,0.4,С резиновыми петлями
124,Жим одной ногой,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%BD%D0%BE%D0%B3%D0%BE%D0%B9-%D0%BB%D0%B5%D0%B6%D0%B0-1.gif,,0.4,С резиновыми петлями
125,Приседания со штангой на плечах,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D1%80%D0%B8%D1%81%D0%B5%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81%D0%BE-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%BE%D0%B9.gif,,0.4,Со штангой
126,Выпады,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,5,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B2%D1%8B%D0%BF%D0%B0%D0%B4%D1%8B-%D1%81%D0%BE-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%BE%D0%B9.gif,,0.4,Со штангой
127,Мертвая тяга со штангой,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B5%D1%80%D1%82%D0%B2%D0%B0%D1%8F-%D1%82%D1%8F%D0%B3%D0%B0-%D1%81%D0%BE-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%BE%D0%B9.gif,,0.4,Со штангой
128,Становая тяга со штангой «сумо»,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,5,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F-%D1%81%D1%83%D0%BC%D0%BE.gif,,0.4,Со штангой
129,Подъем на носки стоя,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,1,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC-%D0%BD%D0%B0-%D0%BD%D0%BE%D0%BA%D0%B0%D1%85-%D1%81%D0%BE-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%BE%D0%B9.gif,,0.4,Со штангой
130,Подъем на носки стоя,В этом упражнении даётся комплексная нагрузка на все мышцы ног.,Мышцы ног,1,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC-%D0%BD%D0%B0-%D0%BD%D0%BE%D0%BA%D0%B0%D1%85-%D1%81%D0%BE-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%BE%D0%B9.gif,,0.4,Со штангой
131,Отжимания,В этом упражнении работает только передняя часть плеча.,Мышцы плеча,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BE%D1%82%D0%B6%D0%B8%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D0%BA.gif,,0.4,Со своим весом
132,Армейские отжимания,В этом упражнении работает передняя и средняя часть плеча.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B0%D1%80%D0%BC%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B5-%D0%BE%D1%82%D0%B6%D0%B8%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F.gif,,0.4,Со своим весом
133,Жим гантель стоя или сидя,В этом упражнении работает преимущественно средний пучок и частично передний.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D0%B5%D0%B9-%D1%81%D1%82%D0%BE%D1%8F-2.gif,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D0%B5%D0%B9-%D1%81%D0%B8%D0%B4%D1%8F.gif,0.4,С гантелями
134,Махи с гантелями стоя или сидя,В этом упражнении работает средний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%85%D0%B8-%D1%81-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D1%8F%D0%BC%D0%B8-%D1%81%D1%82%D0%BE%D1%8F.gif,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%85%D0%B8-%D1%81-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D1%8F%D0%BC%D0%B8-%D1%81%D0%B8%D0%B4%D1%8F.gif,0.4,С гантелями
135,Тяга к подбородку,В этом упражнении работает средний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%82%D1%8F%D0%B3%D0%B0-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D0%B5%D0%B9-%D0%BA-%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D1%83.gif,,0.4,С гантелями
136,Жим Арнольда стоя или сидя,В этом упражнении работает передний и средний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B0%D1%80%D0%BD%D0%BE%D0%BB%D1%8C%D0%B4%D0%B0.gif,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B0%D1%80%D0%BD%D0%BE%D0%BB%D1%8C%D0%B4%D0%B0-%D1%81%D0%B8%D0%B4%D1%8F.gif,0.4,С гантелями
137,Махи перед собой,В этом упражнении работает передний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%85%D0%B8-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4-%D1%81%D0%BE%D0%B1%D0%BE%D0%B9.gif,,0.4,С гантелями
138,Махи в наклоне,В этом упражнении работает задний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%85%D0%B8-%D0%B3%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D1%8F%D0%BC%D0%B8-%D0%B2-%D0%BD%D0%B0%D0%BA%D0%BB%D0%BE%D0%BD%D0%B5.gif,,0.4,С гантелями
139,Жим штанги стоя или сидя,В этом упражнении работает средняя и передняя часть плеча.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%B8-%D1%81%D1%82%D0%BE%D1%8F.gif,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%B8-%D1%81%D0%B8%D0%B4%D1%8F.gif,0.4,Со штангой
140,Жим из-за головы,В этом упражнении работает средняя часть плеча.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B8%D0%B7-%D0%B7%D0%B0-%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B-1.gif,,0.4,Со штангой
141,Тяга к подбородку,В этом упражнении работает средний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%82%D1%8F%D0%B3%D0%B0-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%B8-%D0%BA-%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D1%83.gif,,0.4,Со штангой
142,Подъем перед собой,В этом упражнении работает передний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC-%D1%88%D1%82%D0%B0%D0%BD%D0%B3%D0%B8-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4-%D1%81%D0%BE%D0%B1%D0%BE%D0%B9.gif,,0.4,Со штангой
143,Жим стоя(двумя руками или поочередно),В этом упражнении работает средняя и передняя часть плеча.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%BE%D1%82-%D0%B3%D1%80%D1%83%D0%B4%D0%B8-%D0%B2%D0%B2%D0%B5%D1%80%D1%85.gif,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9-%D1%80%D1%83%D0%BA%D0%BE%D0%B9-%D0%B2%D0%B2%D0%B5%D1%80%D1%85.gif,0.4,С резиновыми петлями
144,Жим из-за головы,В этом упражнении работает средний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B6%D0%B8%D0%BC-%D0%B8%D0%B7-%D0%B7%D0%B0-%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B-2.gif,,0.4,С резиновыми петлями
145,Отведение в сторону,В этом упражнении работает средний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%9E%D1%82%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B2-%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%BD%D1%83.gif,,0.4,С резиновыми петлями
146,Тяга к подбородку,В этом упражнении работает средний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%82%D1%8F%D0%B3%D0%B0-%D0%BA-%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D1%83-2.gif,,0.4,С резиновыми петлями
147,Разведения стоя,В этом упражнении работает средний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D1%80%D0%B0%D0%B7%D0%B2%D0%BE%D0%B4%D0%BA%D0%B0-%D0%B2-%D0%BB%D0%BE%D0%BA%D1%82%D0%B5-%D1%81%D1%82%D0%BE%D1%8F.gif,,0.4,С резиновыми петлями
148,Махи перед собой,В этом упражнении работает передний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%85%D0%B8-%D0%BF%D0%B5%D1%80%D0%B5%D0%B4-%D1%81%D0%BE%D0%B1%D0%BE%D0%B9-%D0%BD%D0%B0-%D0%BF%D0%BB%D0%B5%D1%87%D0%B8-1.gif,,0.4,С резиновыми петлями
149,Тяга в наклоне,В этом упражнении работает задний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%82%D1%8F%D0%B3%D0%B0-%D0%BD%D0%B0-%D0%BF%D0%BB%D0%B5%D1%87%D0%B8-1.gif,,0.4,С резиновыми петлями
150,Отведение в наклоне,В этом упражнении работает задний пучок.,Мышцы плеча,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BE%D1%82%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0-%D0%B7%D0%B0%D0%B4%D0%BD%D1%8E%D1%8E-%D0%B4%D0%B5%D0%BB%D1%8C%D1%82%D1%83-%D0%B2-%D0%BD%D0%B0%D0%BA%D0%BB%D0%BE%D0%BD%D0%B5.gif,,0.4,С резиновыми петлями
151,Разведение в стороны стоя,В этом упражнении работает задний пучок.,Мышцы плеча,4,https://makefitness.pro/wp-content/uploads/2020/02/%D1%80%D0%B0%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0-%D0%BF%D0%BB%D0%B5%D1%87%D0%B8-%D1%81%D1%82%D0%BE%D1%8F-1.gif,,0.4,С резиновыми петлями
152,Касание пяток сидя,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%B0%D1%81%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BF%D1%8F%D1%82%D0%BE%D0%BA-%D1%81%D0%B8%D0%B4%D1%8F-%D1%81-%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC%D0%BE%D0%BC-%D0%BD%D0%BE%D0%B3.gif,,0.4,Со своим весом
153,Дотягивания до щиколоток,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B4%D0%BE%D1%82%D1%8F%D0%B3%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B4%D0%BE-%D1%89%D0%B8%D0%BA%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BA.gif,,0.4,Со своим весом
154,Упрощенный»велосипед»,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4-%D1%83%D0%BF%D1%80%D0%BE%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9.gif,,0.4,Со своим весом
155,Упрощенный велосипед,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4-%D1%83%D0%BF%D1%80%D0%BE%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9.gif,,0.4,Со своим весом
156,Скручивания стоя,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81%D1%82%D0%BE%D1%8F.gif,,0.4,Со своим весом
157,Русский твистер,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9-%D1%82%D0%B2%D0%B8%D1%81%D1%82%D0%B5%D1%80.gif,,0.4,Со своим весом
158,Обратные скручивания с согнутыми ногами,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BE%D0%B1%D1%80%D0%B0%D1%82%D0%BD%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2-%D1%81-%D1%81%D0%BE%D0%B3%D0%BD%D1%83%D1%82%D1%8B%D0%BC%D0%B8-%D0%BD%D0%BE%D0%B3%D0%B0%D0%BC%D0%B8.gif,,0.4,Со своим весом
159,Скручивания,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.gif,,0.4,Со своим весом
160,Косые скручивания,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F..gif,,0.4,Со своим весом
161,Косые скручивания с подносом колена,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81-%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81%D0%BE%D0%BC-%D0%BA%D0%BE%D0%BB%D0%B5%D0%BD%D0%B0.gif,,0.4,Со своим весом
162,Косые скручивания с велосипедом,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81-%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4%D0%BE%D0%BC.gif,,0.4,Со своим весом
163,Обратные скручивания,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BE%D0%B1%D1%80%D0%B0%D1%82%D0%BD%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81-%D0%BE%D1%82%D1%80%D1%8B%D0%B2%D0%BE%D0%BC-%D0%BF%D0%BE%D1%8F%D1%81%D0%BD%D0%B8%D1%86%D1%8B.gif,,0.4,Со своим весом
164,Скручивания с подъемом ног,В этом упражнении работают мышцы пресса.,Мышцы пресса,4,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81-%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC%D0%BE%D0%BC-%D0%BD%D0%BE%D0%B3.gif,,0.4,Со своим весом
165,Велосипед,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4.gif,,0.4,Со своим весом
166,Маятник,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BC%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA-%D0%BD%D0%BE%D0%B3%D0%B0%D0%BC%D0%B8.gif,,0.4,Со своим весом
167,Вертикальные ножницы,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B2%D0%B5%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D0%BD%D0%BE%D0%B6%D0%BD%D0%B8%D1%86%D1%8B.gif,,0.4,Со своим весом
168,Горизонтальные ножницы,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BD%D0%BE%D0%B6%D0%BD%D0%B8%D1%86%D1%8B-%D0%B3%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5.gif,,0.4,Со своим весом
169,Звезда,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0-%D0%BB%D0%B5%D0%B6%D0%B0.gif,,0.4,Со своим весом
170,Косой поднос колена в упоре,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D0%BE%D0%B9-%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81-%D0%BA%D0%BE%D0%BB%D0%B5%D0%BD%D0%B0-%D0%B2-%D1%83%D0%BF%D0%BE%D1%80%D0%B5.gif,,0.4,Со своим весом
171,Опускание ног,В этом упражнении работают мышцы пресса.,Мышцы пресса,2,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BE%D0%BF%D1%83%D1%81%D0%BA%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BE%D0%B1%D0%B5%D0%B8%D1%85-%D0%BD%D0%BE%D0%B3.gif,,0.4,Со своим весом
172,Косые скручивания с поднятой ногой,В этом упражнении работают мышцы пресса.,Мышцы пресса,5,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81-%D0%BF%D0%BE%D0%B4%D0%BD%D1%8F%D1%82%D0%BE%D0%B9-%D0%BD%D0%BE%D0%B3%D0%BE%D0%B9.gif,,0.4,Со своим весом
173,Скручивания лежа на боку,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D0%BB%D0%B5%D0%B6%D0%B0-%D0%BD%D0%B0-%D0%B1%D0%BE%D0%BA%D1%83.gif,,0.4,Со своим весом
174,Раскладушка,В этом упражнении работают мышцы пресса.,Мышцы пресса,5,https://makefitness.pro/wp-content/uploads/2020/02/%D1%80%D0%B0%D1%81%D0%BA%D0%BB%D0%B0%D0%B4%D1%83%D1%88%D0%BA%D0%B0.gif,,0.4,Со своим весом
175,Косые скручивания в упоре с касанием колена,В этом упражнении работают мышцы пресса.,Мышцы пресса,3,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87-%D0%BA%D0%B0%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%D0%BC-%D0%BA%D0%BE%D0%BB%D0%BD%D0%B0-%D0%BB%D0%BE%D0%BA%D1%82%D0%B5%D0%BC-%D0%B2-%D0%BF%D0%BB%D0%B0%D0%BD%D0%BA%D0%B5.gif,,0.4,Со своим весом
176,Косые скручивания в боковой планке,В этом упражнении работают мышцы пресса.,Мышцы пресса,5,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BA%D0%BE%D1%81%D1%8B%D0%B5-%D1%81%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%B2-%D0%B2-%D0%B1%D0%BE%D0%BA-%D0%BF%D0%BB%D0%B0%D0%BD%D0%BA%D0%B5-%D1%80%D1%83%D0%BA%D0%B0-%D0%B7%D0%B0-%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9.gif,,0.4,Со своим весом
177,Подъем таза в боковой планке,В этом упражнении работают мышцы пресса.,Мышцы пресса,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%BC-%D1%82%D0%B0%D0%B7%D0%B0-%D0%B2-%D0%B1%D0%BE%D0%BA%D0%BE%D0%B2%D0%BE%D0%B9-%D0%BF%D0%BB%D0%B0%D0%BD%D0%BA%D0%B5-1.gif,,0.4,Со своим весом
178,Приведение локтя в боковой планке,В этом упражнении работают мышцы пресса.,Мышцы пресса,4,https://makefitness.pro/wp-content/uploads/2020/02/%D0%BF%D1%80%D0%B8%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BB%D0%BE%D0%BA%D1%82%D1%8F-%D0%BA-%D0%BA%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%B5-%D0%B2-%D0%B1%D0%BE%D0%BA%D0%BE%D0%B2%D0%BE%D0%B9-%D0%BF%D0%BB%D0%B0%D0%BD%D0%BA%D0%B5.gif,,0.4,Со своим весом
